V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,treatment,purchase
1.05,A,0.45,0.77,60.88,0.6,51.25,0.57,3.2,6.85,17,160.37,0.77,1.82,6,0.94,5.18,0,B,16.92,1,0
1.19,A,0.99,0.23,8.91,2.49,37.54,0.5,0.97,10.33,10,296.61,0.43,0.41,12,0.52,1.28,0,E,10.99,0,0
3.71,A,0.67,0.73,40.93,1.22,53.7,0.18,0.05,7.31,20,169.65,0.81,28.38,6,0.17,0.71,0,A,13.54,0,0
1.6,A,0.25,0.51,579.36,0.27,52.17,0.13,4.61,8.39,18,6.2,0.86,0.56,11,0.85,6.82,0,A,18.9,0,0
0.95,A,0.12,0.72,12.64,2.01,42.82,0.54,1.77,14.8,10,76.45,0.1,0.19,8,0.39,0.11,0,B,23.31,0,0
0.04,A,0.66,0.09,20.27,4.29,41.12,0.43,1.97,8.85,12,39.21,0.01,4.63,8,0.04,0.66,0,F,10.76,0,0
0.29,A,0.37,0.03,12.44,1.28,39.49,0.59,3.6,7.84,13,19.6,0.3,0.06,18,0.76,3.76,0,F,13.44,0,0
0.28,A,0.23,0.91,17.05,0.02,43.32,0.7,3.09,7.68,15,20.04,0.85,1.66,8,0.96,1.86,1,A,27.27,0,0
0.16,A,0.25,0.02,26.25,2.37,37.27,0.86,3.95,7.15,12,6.11,0.68,0.23,13,0.82,2.97,0,C,19.76,0,0
0.78,A,0.28,0.95,155.85,0.13,43.35,0.21,2.31,14.82,7,54.8,0.48,1.15,9,0.61,0.15,0,A,34.34,0,0
0.86,A,0.43,0.29,209.36,0.34,44.42,0.2,2.63,11.28,18,97.87,0.29,8.6,12,0.15,4.3,0,C,28.98,0,0
0.05,A,0.03,0.53,124.91,2.17,44.09,0.54,4.59,10.68,13,7.53,0.08,0.31,10,0.36,4.54,0,F,15.3,0,0
0.09,A,0.14,0.7,70.19,0.66,39.75,0.16,2.12,9.67,10,6.6,0.14,0.44,13,0.17,0.34,0,A,15.02,0,0
0.1,A,0.57,0.11,75.51,0.4,43.52,0.69,7.1,6.04,13,316.37,0.31,1.36,7,0.76,4.04,0,A,17.69,0,0
0.41,A,0.6,0.24,10.65,2.1,34.01,0.02,4.02,11.29,19,501.17,0.68,2.09,14,0.51,0.54,0,C,24.66,0,0
0.11,A,0.02,0.95,35.49,0.29,42.63,0.92,2.79,12.8,11,5.09,0.12,0.25,12,0.42,2.47,0,D,24.82,1,0
1.96,A,0.78,0.54,29.55,2.32,49.67,0.57,0.63,8.63,21,306,0.72,3.89,9,0.28,2.5,0,D,11.33,0,0
0.23,A,0.15,0.33,21.37,0.63,45.27,0.55,1.99,6.9,12,8.77,0.25,1.09,7,0.76,7.07,0,B,10.13,0,0
0.41,A,0.19,0.62,5.41,2.2,43.57,0.63,1.24,11.2,15,75.43,0.68,0.26,10,0.55,0.99,0,D,17.47,0,0
1.06,A,0.69,0.79,160.59,2.78,44.82,0.63,1.11,5.27,16,21.16,0.59,4.55,8,0.29,0.56,0,C,14.35,0,0
1.23,A,0.78,0.05,177.49,4.02,46.14,0.89,3.76,5.89,14,18.89,0.27,6.38,7,0.5,4.27,0,G,11.14,0,0
0.54,A,0.01,0.41,18.59,0.22,44.08,0.1,3.17,13.22,13,94.94,0.69,0.28,7,0.87,1.84,0,A,24.46,0,0
0.1,A,0.02,0.26,3.21,2.83,36.88,0.26,4.7,7.98,16,42.47,0.57,0,17,0.95,1.18,0,D,14.45,0,0
0.5,A,0.11,0.01,10.56,1.84,47.08,0.82,1.92,7.99,16,40.7,0.41,0.11,11,0.64,5.58,0,C,13.47,0,0
0.15,A,0.08,0.91,11.9,0.29,44.55,0.05,0.5,8.38,16,114.7,0.78,2.16,8,0.25,0.24,0,A,20.35,0,1
0.79,A,0.89,0.52,8338.75,1.54,51.27,0.12,2.56,9.71,13,79.96,0.68,13.9,9,0.02,0.06,0,B,27.72,0,0
4.96,A,0.98,0.15,28.05,1.98,33.88,0.05,3.34,14.13,9,96.65,0.77,4.05,14,0.86,1.07,0,C,27.72,1,0
1.12,A,0.32,0.26,85.85,0.13,45.65,0.12,1.15,8.44,14,23.44,0.88,7.32,9,0.79,1.8,0,A,28.72,0,0
0.94,A,0.57,0.88,75.61,1.69,45.84,0.84,1.82,11.6,14,49.14,0.38,1.41,7,0.34,5.55,0,F,16.83,0,0
0.04,A,0.02,0.77,8.21,1.24,45.29,0.91,8.8,9.29,16,27.26,0.25,1.14,6,0.53,0.21,0,B,23.66,0,0
8.18,A,0.81,0.15,53.61,6.67,57.6,0.86,0,8.05,19,15.52,0.98,6.15,6,0.07,0.64,0,C,13.8,0,0
1.56,A,0.11,0.87,33.4,1.34,47.42,0.58,0.71,8.84,19,82.43,0.72,2.05,8,0.68,6.09,0,D,13.36,0,1
6.9,A,0.65,0.04,13.24,4.38,47.83,0.37,2.86,12.01,16,1188.4,0.27,4.93,11,0.56,0.35,0,G,27.76,0,0
2.72,A,0.07,0.8,203.55,0.3,48.21,0.42,1.2,10.15,13,27.85,0.83,0.02,10,0.97,2.93,0,A,18.61,0,0
1.03,A,0.05,0.3,23.2,0.39,47.05,0.59,0.31,9.36,18,22.77,0.91,1.1,11,0.63,4.72,0,A,24.07,0,0
3.53,A,0.95,0.31,149.88,2.3,42.37,0.66,2.71,4.15,14,264.72,0.95,2.55,9,0.93,0.45,0,C,22.56,0,0
5.32,A,0.64,0.04,453.88,6.31,47.82,0.22,2.76,12.89,10,24.54,0.33,0.7,10,0.42,0.17,0,D,18.46,0,0
3.58,A,0.76,0.55,4.73,0.44,38.41,0.37,2.94,9.5,12,127.03,0.17,1.09,8,0.89,1.39,0,A,20.37,0,1
3.7,A,0.21,0.24,38.33,1.94,48.29,0.23,1.22,11.75,16,795.76,0.55,0.33,9,0.54,1.02,0,B,21.87,1,0
6.62,A,0.89,0.42,42.16,3.9,37.44,0.57,0.05,10.03,10,3.71,0.84,1.1,10,0.36,0.48,0,A,14.51,0,0
3.03,A,0.99,0.53,86.01,1.74,49.3,0.46,2.14,10.67,9,1644.3,0.45,82.02,3,0.4,0.2,0,B,22.68,0,0
0.77,A,0.11,0.79,0.49,0.16,42.83,0.64,0.1,7.91,20,46.96,0.64,0.57,9,0.52,2.96,0,A,11.3,0,0
0.33,A,0.22,0.9,281.53,0.58,39.52,0.19,2.77,7.17,9,5.55,0.38,4.49,10,0.39,0.92,0,A,18.14,0,1
5.39,A,0.53,0.37,118.33,1.57,50.32,0.68,3.14,10.21,18,475.46,0.58,15.64,7,0.66,1.09,0,D,26.6,0,0
2.24,A,0.45,0.12,291.14,0.93,46.75,0.3,5.68,6.91,15,54.83,0.75,3.81,8,0.84,1.28,0,A,27.66,1,0
2.72,A,0.31,0.67,2.68,0.18,47.76,0.81,0.92,12.12,15,193.78,0.54,1.2,7,0.93,3.15,0,A,27.62,1,0
0.31,A,0.44,0.27,56.79,0.69,39.05,0.5,1.18,8.56,11,0.9,0.64,1.47,11,0.44,3.61,0,A,14.79,0,0
4.66,A,0.94,0.19,262.62,1.55,48.32,0.61,1.17,10.25,11,301.47,0.44,2,7,0.28,0.96,0,B,20.84,0,0
5.29,A,0.76,0.05,12.28,6.02,43.63,0.2,0.97,10.33,16,277.04,0.4,0.11,11,0.38,0.62,0,C,8.38,0,0
2.32,A,0.7,0.52,1820.7,0.32,50.65,0.35,2.49,9.01,10,296.18,0.77,0.96,6,0.83,2.6,0,A,23.06,0,0
1.02,A,0.46,0.68,23.29,1.69,51.78,0.56,0.81,9.41,16,14767.29,0.26,0.68,2,0.3,1.5,0,A,9.49,0,0
1.21,A,0.83,0.01,430.27,3.83,52.87,0.19,1.87,7.3,12,318.29,0.47,17.36,5,0.39,0.05,0,B,25.8,0,0
1.89,A,0.56,0.49,2352.54,2.16,52.03,0.71,4.41,8.43,15,14.76,0.77,4.03,9,0.52,0.38,0,C,33.06,0,0
0.51,A,0.27,0.41,22.24,1.28,47.01,0.48,1.73,10.93,18,142.16,0.88,0.35,15,0.54,1.28,0,F,24.58,0,0
7.17,A,0.59,0.67,68.06,0.95,47.27,0.19,1.17,17.07,11,518.05,0.3,0.55,9,0.65,0.92,0,B,30.8,0,0
1.4,A,0.42,0.76,748.06,2.66,45.94,0.56,3.57,9.38,14,191.32,0.35,2.92,4,0.33,0.26,0,A,18.67,0,0
1.54,A,0.73,0.36,11.91,0.11,39.57,0.69,3.8,7.01,12,687.55,0.52,0.51,11,1,7.77,0,C,24.37,0,0
0.03,A,0.11,0.94,108.55,3.06,45.91,0.45,2.66,8.18,15,226.12,0.25,0.84,5,0.22,0.69,0,C,10.24,0,0
0.77,A,0.7,0.43,85.53,4.16,42.17,0.39,3.4,6.75,10,12.84,0.33,1.86,10,0.42,0.05,0,D,12.48,0,0
0.27,A,0.36,0.12,9.23,1.05,40.06,0.44,3.79,8.81,16,519.31,0.12,44.29,6,0.34,0.83,0,B,24.19,0,0
0.34,A,0.03,0.99,409.62,0.1,46.08,0.32,7.21,9.24,17,23.51,0.75,3.23,8,0.65,0.99,0,A,29.24,0,1
0.27,A,0.36,0.31,494.2,2.22,49.59,0.05,3.41,12.66,14,2027.75,0.5,0.69,9,0.37,0.66,0,D,25.92,1,0
0.84,A,0.28,0.71,29.73,1.23,54.56,0.45,0.35,11.41,15,359.36,0.4,1.4,5,0.19,0.64,0,B,15.35,0,0
0.48,A,0.74,0.48,8.79,1.95,44.81,0.7,2.1,11.28,17,226.66,0.38,4.87,9,0.31,0.82,0,E,21.45,0,0
1.4,A,0.12,0.96,2.87,1.16,43.62,0.52,1.1,15.41,13,11.11,0.02,1.87,7,0.08,0.43,0,A,16.99,1,0
1.6,A,1,0.68,679.19,2.27,43.68,0.21,2.13,15.57,10,1174.2,0.16,3.88,10,0.09,1,0,J,23.38,0,0
1.76,A,0.1,0.23,11.61,3.19,47.34,0.84,0.39,8.96,15,2.37,0.45,0.32,11,0.31,1.07,0,C,13.42,0,0
0.68,A,0,0.84,0.15,0,42.29,0.48,1.45,9.4,21,78.82,0.75,0.04,20,1,12.89,0,B,27.93,0,1
2.23,A,0.66,0.1,25.22,1.07,50.45,0.61,0.35,2.97,15,244.73,0.69,0.17,8,0.91,7.18,0,B,4.11,1,0
1.12,A,0.11,0.84,66.13,0.67,50.35,0.3,0.06,10.51,13,21.09,0.53,1.16,8,0.2,1.09,0,A,19.37,0,1
2.9,A,0.75,0.45,12.47,2.22,46.62,0.69,0.55,3.66,15,121.7,0.87,7.73,3,0.87,0.71,0,A,9.1,0,0
1.12,A,0.72,0.45,57.15,0.65,50.39,0.78,1.26,4.64,20,101.47,0.94,2.4,9,0.86,4.37,0,D,17.66,1,0
0.04,A,0.5,0.34,5.97,1.1,31.02,0.07,8.76,11.53,11,609.89,0.37,1.48,12,0.72,0.18,0,B,25.63,0,0
1.05,A,0.9,0.29,286.14,2.77,48.74,0.15,1.47,14.9,11,3424.62,0.25,0.51,12,0.37,3.75,0,O,17.4,0,0
1.3,A,0.91,0.12,406.99,3.97,40.54,0.83,13.9,6.5,18,1094.17,0.61,1.13,8,0.78,0.33,1,D,22.78,0,0
0.81,A,0.32,0.92,8.38,1.01,43.64,0.85,1.07,9.69,16,6.38,0.15,1.57,10,0.22,4.09,0,D,12.28,1,0
4.41,A,0.26,0.79,22.57,0.77,40.67,0.24,1.12,14.47,12,102.09,0.37,1.71,8,0.56,2.12,0,A,23.02,0,1
0.43,A,0.01,0.98,49.71,0.22,50.25,0.84,2.03,6.04,22,8.8,0.89,1.09,8,0.93,10.99,0,B,18.4,1,1
0.78,A,0.41,0.03,15.12,0.59,42.37,0.91,3.7,7.58,12,37.7,0.29,39.05,5,0.39,0.4,0,A,26.94,0,0
1.86,A,0.85,0.27,14.51,3.92,41.15,0.6,2.42,8.07,12,251.97,0.16,12.73,7,0.23,0.1,0,E,14.95,1,0
0.04,A,0.44,0.27,27,1.12,38.64,0.22,7.37,10.7,11,8.22,0.09,1.76,10,0.41,1.02,0,C,16.56,0,0
5.42,A,0.79,0.94,124.92,0.09,47.31,0.37,0.68,14.68,12,346.17,0.6,6.2,8,0.48,1.74,0,A,31.91,0,0
0.3,A,0.19,0.62,27.1,0.34,45.55,0.48,2.78,11.97,18,185.03,0.3,12.58,10,0.19,0.59,0,B,33.85,0,0
0.21,A,0.03,0.6,3.33,0.01,40.31,0.46,0.37,15.47,12,15.05,0.29,0.65,14,0.38,9.18,0,A,29.29,0,0
1.25,A,0.34,0.63,78.13,0.47,45.49,0.12,8.88,8.56,18,838.18,0.43,0.74,9,0.91,1.8,0,A,21.35,0,1
0.59,A,0.48,0.97,130.71,0.27,46.45,0.86,4.21,7.35,18,8.84,0.84,50.52,6,0.33,1.01,0,A,26.47,1,0
4.26,A,0.68,0.13,28.43,5.35,49.37,0.95,0.72,8.95,11,68.72,0.05,6.96,3,0.28,0.41,0,D,13.88,0,0
1.81,A,0.91,0.19,101.47,6.25,49.09,0.98,2.46,4.45,16,366.52,0.41,0.23,8,0.65,2.25,0,J,5.66,0,0
1.67,A,0.88,0.16,69.74,2.37,49.21,0.72,0.13,7.62,16,46.06,0.69,2.06,12,0.13,3.67,0,F,12.78,0,0
1.83,A,0.7,0.93,242.23,0.29,42,0.56,3.34,9.87,11,264.65,0.21,13.85,7,0.4,0.77,0,A,23.61,0,1
2.46,A,0.38,0.56,41.89,1.94,53.7,0.66,0.51,6.31,15,189.75,0.49,1.9,6,0.67,2.5,0,D,7.6,0,0
1.27,A,0.21,0.35,2.97,2.45,43.37,0.73,1.1,8.91,17,24.68,0.1,2.56,8,0.18,1.01,0,B,17.83,0,0
7.63,A,0.92,0.11,206.53,1.57,40.19,0.05,3.21,12.22,6,3382.11,0.52,0.38,12,0.94,0.74,0,B,25.59,0,0
0.07,A,0.29,0.4,29.66,1.92,45.36,0.71,6.12,7.89,16,751.93,0.09,1.95,7,0.36,1.63,0,D,14.23,0,0
0.06,A,0.08,0.74,4.36,1.18,45.07,0.12,5.72,8.76,22,328.66,0.13,1.09,7,0.44,2.57,0,B,10.5,0,0
4.36,A,0.98,0.19,66.3,1.32,51.95,0.1,1.05,12.57,18,15759.57,0.61,3.29,8,0.46,1.28,0,D,20.38,0,0
0.7,A,0.13,0.28,5.49,0.07,43.32,0.13,1.99,8.94,13,42.57,0.92,1.28,12,0.94,1.35,0,A,26.18,1,0
4.8,A,0.53,0.35,15.91,0.14,44.69,0.79,0.47,10.17,11,18.43,0.58,0.38,15,0.94,6.02,0,C,26.09,1,0
2.57,A,0.04,0.38,199.94,1.87,56.62,0.53,0.06,6.99,19,15.41,0.97,0.38,7,0.48,1.15,0,A,16.27,0,0
2.9,A,0.9,0.63,2.91,0.83,40.33,0.11,1.74,13.42,13,1085.84,0.17,0.29,13,0.39,0.55,0,B,15.06,0,0
1.59,A,0.05,0.57,86.25,2.16,44.71,0.76,4.26,2.9,21,18.89,0.72,0.46,9,0.96,7.43,0,C,8.82,0,0
1.64,A,0.15,0.1,110.97,1.76,48.38,0.66,0.24,7.73,14,1.13,0.34,1.94,14,0.07,1.83,0,C,15.26,0,0
2.47,A,0.3,0.28,2.84,2.16,38.7,0.44,2.76,13.04,14,751.98,0.02,0.21,13,0.54,2.17,0,F,17.21,0,0
2.8,A,0.62,0.56,12.8,0.96,34.43,0.27,0.23,10.84,10,53.36,0.68,0.99,13,0.55,2.27,0,B,18.67,0,0
1.28,A,0.41,0.05,29.61,2.32,44.46,0.84,1.04,8,14,12.57,0.4,1.8,10,0.13,1.07,0,B,15.69,0,0
2.07,A,0.65,0.3,3.73,4.32,36.77,0.1,0.53,14.45,10,116.57,0.02,0.99,12,0.07,0.36,0,E,13.56,0,0
0.23,A,0.17,0.37,4.9,1.42,45.97,0.51,0.92,12.39,13,24.17,0.34,0.04,14,0.49,2.78,0,E,14.36,0,0
3.45,A,0.28,0.74,3.26,0,49.13,0.93,0.42,5.68,21,33.31,0.98,7.66,9,0.93,8.02,0,A,20.79,0,0
2.38,A,0.32,0.44,43.62,1.37,45.92,0.98,9.62,11.52,18,182.21,0.32,4.94,7,0.51,0.8,0,C,31.22,0,0
5.82,A,0.55,0.06,139.18,1.27,48.6,0.99,0.55,6.54,13,13.09,0.74,0.57,11,0.83,7.49,0,D,17.44,0,0
0.59,A,0.47,0.71,3253.42,1.52,45.9,0.92,2.8,7.39,14,1.32,0.95,4.96,8,0.55,1.91,0,B,26.03,0,0
1.79,A,0.97,0.29,113.11,1.95,37.19,0.14,6.53,11.71,14,539.23,0.28,6.87,11,0.24,0.72,0,C,23.24,0,0
1.43,A,0.58,0.93,79.45,0.08,52.93,0.2,3.31,13,15,1180.37,0.39,3.63,8,0.77,4.92,0,B,25.23,1,0
0.23,A,0.49,0.71,14.86,0.45,43.1,0.87,3.24,8.98,16,60.11,0.48,5.52,8,0.79,5.51,0,C,21.17,1,0
1.83,A,0.38,0.6,183.32,2.1,50.85,0.76,0.89,11.44,12,94.3,0.18,6.74,4,0.05,0.21,0,A,21.96,1,0
0.42,A,0.07,0.03,122.87,0.26,46.26,0.09,8.08,8.29,15,8.76,0.93,1.58,13,0.96,2.04,0,A,27.67,0,0
1.78,A,0.62,0.09,30.57,3.56,43.06,0.95,0.63,5.92,13,22.6,0.39,0.29,11,0.59,1.45,0,G,12.14,0,0
0.05,A,0.34,0.88,77.42,1.28,43.46,0.06,3.97,12.91,12,21.98,0.05,0.89,11,0.07,1.06,0,C,16.76,1,1
3.38,A,0.3,0.33,375.92,3.13,49.08,0.46,0.11,11.02,11,14.57,0.87,0.11,11,0.69,2.87,0,E,18.64,0,0
6.68,A,1,0.78,420.53,6.41,45.53,0.5,0.87,4.05,17,695.9,0.39,26.49,3,0.22,1.28,0,B,5.27,0,0
3.8,A,0.98,0.15,122.97,5.99,43.36,0.87,1.12,9.08,13,26.02,0.49,2.95,9,0.11,0.26,0,E,14.36,0,0
1.7,A,0.16,0.18,15.46,2.28,50.06,0.92,1.2,8.17,18,0.78,0.51,4.26,10,0.1,0.36,0,A,18.55,1,0
0.61,A,0.9,0.14,474.5,0.69,43.27,0.28,7.29,10.08,11,824.3,0.57,4.64,10,0.85,2.53,0,D,23.84,0,0
1.8,A,0.24,0.03,14.8,2.26,46.37,0.38,1.94,7.46,14,389.64,0.15,6.61,6,0.56,0.61,0,B,15.83,0,0
0.67,A,0.42,0.08,99.11,0.63,45.18,0.66,0.98,11.17,8,155.63,0.1,2.92,7,0.07,0.86,0,A,18.48,0,0
0.27,A,0.15,0.56,167.35,0.36,52.94,0.38,2.22,7.01,15,104.38,0.57,3.45,9,0.62,1.5,0,B,23.88,1,0
0.33,A,0.37,0.19,318.84,0.87,53.85,0.83,2.05,9.63,17,36.44,0.15,57.49,5,0,0.76,0,A,21.34,0,0
1.23,A,0.14,0.76,141.56,1.62,42.63,0.61,1.15,12.01,18,53.58,0.77,3.65,9,0.2,1.88,0,B,30.75,0,0
10.7,A,0.89,0.5,2196.22,0.47,55.13,0.47,0.93,7.63,15,129.85,0.95,91.42,7,0.66,1.13,0,A,29.59,0,0
0.23,A,0.48,0.84,92.62,1.58,48.82,0.27,11.41,7.16,20,5543.34,0.54,3.42,4,0.68,0.46,0,B,13.37,0,1
1.09,A,0.76,0.86,11.58,0.45,47.75,0.8,3.24,10.51,16,1956.98,0.16,1.02,8,0.62,2.31,0,D,22.06,0,0
0.11,A,0.14,0.89,23.94,0.99,50.78,0.69,3.86,13.46,17,283.61,0.3,0.19,8,0.56,4,0,E,14.33,0,0
0.17,A,0.23,0.34,16.32,1.6,41.93,0.63,2.29,7.43,16,106.69,0.58,0.69,8,0.5,2.11,0,B,13.54,0,0
2.45,A,0.35,0.07,24.86,1.38,45.52,0.06,1.27,12.56,14,125.27,0.31,0.13,12,0.49,1.28,0,B,20.32,0,0
0.4,A,0.93,0.6,859.31,1.94,52.55,0.79,5.49,8.48,17,478.56,0.19,17.24,4,0.05,0.68,0,B,17.39,0,0
3.15,A,0.5,0.78,46.34,3.69,44.58,0.21,0.94,11.45,16,22.33,0.84,1.29,9,0.3,0.11,0,A,20.09,0,0
1.18,A,0.39,0.23,2.12,0.45,41.2,0.69,0.83,11.75,18,323.38,0.7,0.31,11,0.81,4.61,0,B,19.56,1,0
0.63,A,0.01,0.77,17.55,0.54,51.71,0.5,1.02,10.31,17,110.61,0.32,1.92,5,0.37,2.38,0,A,18.56,0,0
0.12,A,0.31,0.88,17.8,0.72,44.81,0.96,4.61,9.06,14,432.66,0.15,2.81,8,0.7,3.06,0,G,22.25,0,0
1.1,A,0.06,0.75,26.63,0.73,45.47,0.73,1.14,7.9,14,35.81,0.31,6.93,7,0.29,0.56,0,A,20.73,0,0
0.24,A,0.74,0.74,258.15,3.07,48.66,0.92,0.38,8.57,12,148.68,0.14,0.68,5,0.04,4.41,0,E,2.47,0,0
1.19,A,0.56,0.84,11.61,0.3,43.93,0.66,2.8,8.72,19,88.02,0.81,2.78,9,0.87,6.99,0,C,18.37,0,1
0.23,A,0.96,0.81,129.55,0.7,43.27,0.69,6.41,6.78,12,150.92,0.08,62.58,5,0.44,2.96,0,D,17.16,0,0
1.42,A,0.92,0.04,15.51,4.95,43.7,0.98,1.44,3.38,15,151.32,0.43,30.28,5,0.65,2.64,0,H,9.78,0,0
0.71,A,0.45,0.83,15.64,1.77,39.31,0.18,0.72,14.99,12,387.88,0.1,0.78,9,0.11,2.7,0,D,12.27,1,1
0.93,A,0.44,0.1,150.66,2.6,47.31,0.45,0.46,10.73,10,21.56,0.4,0.2,12,0.22,1.57,0,D,16.25,0,0
2.59,A,0.12,0.29,350.83,0.9,49.68,0.07,1.76,8.44,17,34.35,0.78,48.83,6,0.3,0.63,0,A,24.52,0,0
0.92,A,0.36,0.74,268.08,0.32,43.25,0.11,4.21,9.87,14,476.43,0.69,1.4,11,0.87,5.78,0,B,23.26,0,0
0.35,A,0.21,0.62,46.97,0.44,39.09,0.15,0.42,11.91,10,8.75,0.45,1.45,11,0.08,0.83,0,A,16.24,0,0
1.67,A,0.78,0.98,8.36,0.39,46.8,0.74,1.04,11.86,15,5499.9,0.7,3.45,4,0.82,1.58,0,B,22.2,0,0
0.26,A,0.74,0.78,146.22,1.7,42.8,0.55,5.67,11.09,12,35.34,0.27,3.36,10,0.44,0.82,0,F,24.13,0,0
2.05,A,0.4,0.43,21.7,0.26,49.85,0.83,0.24,11.03,15,116.19,0.62,3.21,8,0.52,1.31,0,A,30.98,0,0
1.11,A,0.17,0.63,112.73,0.19,50.81,0.72,3.03,5.29,16,10.94,0.96,0.13,11,0.98,2.71,0,A,22.01,1,0
2.13,A,0.64,0.31,51.07,1.2,44.62,0.17,0.51,4.38,18,265.56,0.96,5.28,9,0.9,2.76,0,B,16.36,0,0
0.55,A,0.38,0.95,22.35,0.16,39.02,0.03,8.1,16.29,11,401.79,0.26,0.77,10,0.6,0.82,1,A,22.25,0,1
2.13,A,0.43,0.19,7.22,1.26,49.22,0.93,1.48,11.3,15,363.12,0.46,0.43,8,0.85,1.96,0,E,25.82,0,0
0.08,A,0.02,0.09,24.82,2.41,39.34,0.65,4.34,9.02,11,18.57,0.33,0.03,13,0.72,1.37,0,D,12.99,0,0
0.84,A,0.41,0.9,20.02,0.51,49.19,0.81,0.19,12.94,17,4.5,0.54,2.87,11,0.18,5.84,0,D,20.49,0,0
1.41,A,0.32,0.65,24.13,0.49,51.08,0.78,1.96,9.19,17,265.53,0.74,4.23,8,0.79,1.49,0,C,24.65,0,0
1.65,A,0.36,0.05,3.06,1.52,42.49,0.69,0.23,10.04,13,7.67,0.52,0.31,12,0.49,0.79,0,B,19.77,1,0
1.52,A,0.26,0.47,31.83,0.62,44.28,0.53,4.45,0,19,63.26,0.94,2.52,8,0.99,2.46,0,A,14.05,0,0
4.42,A,0.99,0.03,811.45,6.48,53.07,0.95,0.38,3.09,11,12.23,0.55,11.22,5,0.31,2.96,0,E,5.91,0,0
0.14,A,0.51,0.66,217.87,0.33,36.78,0.8,9.02,9.51,11,67.37,0.75,3.33,11,0.66,0.07,1,A,40.77,0,0
0.92,A,0.3,0.61,16.04,1.41,37.28,0.72,1.65,11.81,10,27.9,0.32,1.77,10,0.41,0.41,0,B,30.55,0,0
0.14,A,0.3,0.55,155.5,3.27,48.72,0.64,0.24,7.17,15,57.11,0.56,1.54,7,0.02,0.92,0,C,4.29,0,0
0.52,A,0.06,0.46,17.21,0.36,50.72,0.99,0.56,11.6,11,19.16,0.54,0.63,8,0.67,5.06,0,B,27.98,0,0
1.06,A,0.18,0.38,132.6,1.31,51.94,0.53,1.47,6.35,12,468.4,0.49,0.48,5,0.74,1.37,0,A,12.1,0,0
1.1,A,0.56,0.25,20.68,3.89,40.46,0.88,0.88,6.4,18,110.83,0.93,0.55,11,0.42,0.94,0,D,9.99,1,0
5.33,A,0.96,0,26.59,4.92,38.91,0.04,0.15,12.04,8,327.58,0.69,0.15,15,0.45,0.68,0,D,14.48,0,0
2.17,A,0.53,0.08,52.61,1.27,46.73,0.4,5.38,8.46,15,16.61,0.51,2.64,11,0.79,0.82,0,B,28.66,0,0
3.01,A,0.02,0.85,18.91,0.56,48.04,0.51,0.47,11.73,16,71.31,0.94,0.09,12,0.96,5.1,0,C,24.01,0,0
1.72,A,0.31,0.23,246.73,1.01,44.24,0.49,1.88,9.1,13,33.79,0.6,6.3,9,0.48,1.8,0,A,27.48,0,0
3.83,A,0.04,0.41,73.47,0.09,42.14,0.08,1.45,13.07,12,7.2,0.82,0.28,13,0.9,2.06,0,A,30.52,0,0
7.61,A,0.58,0.57,39.62,0.75,44.89,0.19,0.52,8.21,17,35.78,0.97,5.67,10,0.86,0.19,0,A,27.68,0,0
2.16,A,0.99,0.25,13.21,5.08,43.26,0.13,7.44,9.87,17,3290.36,0.65,8.28,7,0.54,0,1,B,19.4,0,0
9.19,A,0.98,0.28,312.54,1.06,53.87,0.45,1.79,10.69,12,11788.79,0.81,2.8,3,0.85,0.37,0,A,23.18,1,0
0.95,A,0.95,0.63,5.54,1.78,42.72,0.55,0.42,5.41,19,131.82,0.89,4.66,11,0.5,3.88,0,E,7.83,1,0
0.56,A,0.45,0.11,511.03,2.39,54.75,0.12,3.83,10.11,18,431.54,0.63,10.39,5,0.26,1.41,0,B,21.47,0,0
0.7,A,0.97,0.27,77.45,5.09,44.99,0.54,0.87,11.56,17,2074.25,0.72,0.49,11,0.09,0.35,0,H,17.53,0,0
0.34,A,0.93,0.4,358.93,2.62,46.16,0.81,2.85,4.73,11,153.42,0.15,1.74,6,0.3,1.4,0,D,6.46,0,0
0.49,A,0.62,0.61,61.31,7.7,42.22,0.05,2.12,11.89,19,1517.15,0.36,1.14,8,0.01,0,0,C,13.31,0,0
0.6,A,0.41,0.64,4.39,1.07,43.79,0.52,2.74,13.77,13,77.65,0.09,0.33,9,0.49,0.52,0,C,21.07,0,0
2.78,A,0.61,0.55,214.98,3.16,45.89,0.97,3.41,6.76,12,12.85,0.66,7.42,6,0.72,0.45,0,D,21.69,0,0
0.01,A,0.01,0.07,10.02,0.31,42.01,0,5.1,13.66,13,690.88,0.08,0.56,12,0.32,1.74,0,A,19.8,0,0
0.41,A,0.64,0.18,30.55,0.46,50.28,0.94,2.8,7.82,15,93.22,0.69,19.41,8,0.41,3.57,0,C,24.5,0,0
4.38,A,0.84,0.86,412.09,0.27,44.94,0.94,1.51,6.87,17,2.08,0.72,161.49,7,0.39,5.18,0,A,29.11,0,0
0.3,A,0.23,0.72,40.73,0.8,43.75,0.85,0.4,6.5,12,5.33,0.6,12.68,8,0.24,0.91,0,A,20.11,0,0
0.61,A,0.48,0.46,3.83,1.25,35.44,0.45,6.41,12.47,18,477.57,0.53,0.86,11,0.86,2.02,0,C,24.13,0,0
